HPitb1ch09-0001	duello	IL DUELLO DI MEZZANOTTE Harry non avrebbe mai creduto possibile incontrare un ragazzo più odioso di Dudley;
HPitb1ch09-0002	odioso	IL DUELLO DI MEZZANOTTE Harry non avrebbe mai creduto possibile incontrare un ragazzo più odioso di Dudley;
HPitb1ch09-0003	bacheca	O per lo meno fu così fino a quando, nella bacheca della sala comune di Grifondoro, non comparve un avviso che sollevò un lamento di protesta generale.
HPitb1ch09-0004	comparire	O per lo meno fu così fino a quando, nella bacheca della sala comune di Grifondoro, non comparve un avviso che sollevò un lamento di protesta generale.
HPitb1ch09-0005	lamento	O per lo meno fu così fino a quando, nella bacheca della sala comune di Grifondoro, non comparve un avviso che sollevò un lamento di protesta generale.
HPitb1ch09-0006	protesta	O per lo meno fu così fino a quando, nella bacheca della sala comune di Grifondoro, non comparve un avviso che sollevò un lamento di protesta generale.
HPitb1ch09-0007	giovedì	Il giovedì successivo sarebbero iniziate le lezioni di volo, cui Grifondoro e Serpeverde avrebbero partecipato insieme.
HPitb1ch09-0008	partecipare	Il giovedì successivo sarebbero iniziate le lezioni di volo, cui Grifondoro e Serpeverde avrebbero partecipato insieme.
HPitb1ch09-0009	ansia	Aveva aspettato con ansia le lezioni di volo, più di qualsiasi altra cosa.
HPitb1ch09-0010	vantarsi	«Comunque, ho sempre sentito Malfoy vantarsi di quanto è bravo a giocare a Quidditch, ma scommetto che sono tutte balle».
HPitb1ch09-0011	millantare	Strepitava lamentandosi del fatto che gli allievi del primo anno non entravano mai a far parte della squadra della propria Casa, e millantava avventure mirabolanti che finivano sempre con lui che sfuggiva per un pelo ai Babbani a bordo di elicotteri.
HPitb1ch09-0012	avventura	Strepitava lamentandosi del fatto che gli allievi del primo anno non entravano mai a far parte della squadra della propria Casa, e millantava avventure mirabolanti che finivano sempre con lui che sfuggiva per un pelo ai Babbani a bordo di elicotteri.
HPitb1ch09-0013	mirabolante	Strepitava lamentandosi del fatto che gli allievi del primo anno non entravano mai a far parte della squadra della propria Casa, e millantava avventure mirabolanti che finivano sempre con lui che sfuggiva per un pelo ai Babbani a bordo di elicotteri.
HPitb1ch09-0014	elicottero	Strepitava lamentandosi del fatto che gli allievi del primo anno non entravano mai a far parte della squadra della propria Casa, e millantava avventure mirabolanti che finivano sempre con lui che sfuggiva per un pelo ai Babbani a bordo di elicotteri.
HPitb1ch09-0015	scorrazzare	a sentire Seamus Finnigan, pareva che anche lui da bambino non avesse fatto altro che scorrazzare per la campagna a cavallo della sua scopa.
HPitb1ch09-0016	deltaplano	E anche Ron raccontava a chiunque fosse disposto ad ascoltarlo di quella volta che, sulla vecchia scopa di Charlie, era quasi andato a sbattere contro un deltaplano.
HPitb1ch09-0017	condividere	Ron aveva già avuto una grossa discussione con Dean Thomas, che condivideva il loro dormitorio, a proposito delle partite di calcio.
HPitb1ch09-0018	eccitante	Non riusciva a capire che cosa ci fosse di tanto eccitante in un gioco che prevedeva una sola palla e dove non era consentito volare.
HPitb1ch09-0019	stuzzicare	Harry lo aveva sorpreso a stuzzicare il poster di Dean con la squadra del West Ham, nella speranza di far muovere i calciatori.
HPitb1ch09-0020	poster	Harry lo aveva sorpreso a stuzzicare il poster di Dean con la squadra del West Ham, nella speranza di far muovere i calciatori.
HPitb1ch09-0021	calciatore	Harry lo aveva sorpreso a stuzzicare il poster di Dean con la squadra del West Ham, nella speranza di far muovere i calciatori.
HPitb1ch09-0022	procurarsi	Personalmente, Harry pensava che la signora avesse le sue buone ragioni, visto che Neville riusciva a procurarsi una quantità incredibile di incidenti anche quando stava con entrambi i piedi per terra.
HPitb1ch09-0023	quantità	Personalmente, Harry pensava che la signora avesse le sue buone ragioni, visto che Neville riusciva a procurarsi una quantità incredibile di incidenti anche quando stava con entrambi i piedi per terra.
HPitb1ch09-0024	intendersi	Intendiamoci bene, non che lei non ci avesse provato.
HPitb1ch09-0025	rintontire	Giovedì, durante la colazione, li aveva rintontiti a suon di suggerimenti e notizie che aveva reperito in un libro della biblioteca intitolato Il Quidditch attraverso i secoli.
HPitb1ch09-0026	suggerimento	Giovedì, durante la colazione, li aveva rintontiti a suon di suggerimenti e notizie che aveva reperito in un libro della biblioteca intitolato Il Quidditch attraverso i secoli.
HPitb1ch09-0027	reperire	Giovedì, durante la colazione, li aveva rintontiti a suon di suggerimenti e notizie che aveva reperito in un libro della biblioteca intitolato Il Quidditch attraverso i secoli.
HPitb1ch09-0028	intitolare	Giovedì, durante la colazione, li aveva rintontiti a suon di suggerimenti e notizie che aveva reperito in un libro della biblioteca intitolato Il Quidditch attraverso i secoli.
HPitb1ch09-0029	reggersi	Neville pendeva letteralmente dalle sue labbra, nel disperato tentativo di carpire qualcosa che più tardi avrebbe potuto aiutarlo a reggersi sulla scopa, ma gli altri furono più che contenti quando l’arrivo della posta interruppe la conferenza di Hermione.
HPitb1ch09-0030	conferenza	Neville pendeva letteralmente dalle sue labbra, nel disperato tentativo di carpire qualcosa che più tardi avrebbe potuto aiutarlo a reggersi sulla scopa, ma gli altri furono più che contenti quando l’arrivo della posta interruppe la conferenza di Hermione.
HPitb1ch09-0031	reale	A lui, il suo gufo reale portava sempre pacchi di dolci da casa, che il ragazzo apriva con gioia maligna al tavolo di Serpeverde.
HPitb1ch09-0032	biglia	Lui lo aprì tutto eccitato e mostrò agli altri una palla di vetro, grande quanto una grossa biglia, che sembrava piena di fumo bianco.
HPitb1ch09-0033	fiutare	Entrambi speravano in una buona occasione per fare a pugni con Malfoy, ma la professoressa McGonagall, che fiutava i guai prima di ogni altro insegnante, piombò come un fulmine.
HPitb1ch09-0034	fulmine	Entrambi speravano in una buona occasione per fare a pugni con Malfoy, ma la professoressa McGonagall, che fiutava i guai prima di ogni altro insegnante, piombò come un fulmine.
HPitb1ch09-0035	corrucciato	Tutto corrucciato, Malfoy rimise prontamente la palla sul tavolo.
HPitb1ch09-0036	prontamente	Tutto corrucciato, Malfoy rimise prontamente la palla sul tavolo.
HPitb1ch09-0037	ventoso	Era una giornata chiara e ventosa e l’erba si increspava sotto i loro passi mentre scendevano giù per una collina verso un prato in direzione opposta alla Foresta Proibita, le cui chiome ondeggiavano, nere, in lontananza.
HPitb1ch09-0038	prato	Era una giornata chiara e ventosa e l’erba si increspava sotto i loro passi mentre scendevano giù per una collina verso un prato in direzione opposta alla Foresta Proibita, le cui chiome ondeggiavano, nere, in lontananza.
HPitb1ch09-0039	ondeggiare	Era una giornata chiara e ventosa e l’erba si increspava sotto i loro passi mentre scendevano giù per una collina verso un prato in direzione opposta alla Foresta Proibita, le cui chiome ondeggiavano, nere, in lontananza.
