_ 	tana              	LA TANA
_ 	soffio            	«Ron!» esclamò in un soffio Harry, strisciando verso la finestra e aprendola in modo da poter parlare attraverso le sbarre.
_ 	automobile        	Ron si sporgeva fuori dal finestrino posteriore di una vecchia automobile color turchese, parcheggiata a mezz’aria.
_ 	turchese          	Ron si sporgeva fuori dal finestrino posteriore di una vecchia automobile color turchese, parcheggiata a mezz’aria.
_ 	richiamo          	Ti ho chiesto almeno una dozzina di volte di venire a stare da noi e quando papà è tornato a casa e ha detto che avevi avuto un richiamo ufficiale per avere usato la magia di fronte ai Babbani...» «Non sono stato io... e lui come ha fatto a saperlo?
_ 	ufficiale         	Ti ho chiesto almeno una dozzina di volte di venire a stare da noi e quando papà è tornato a casa e ha detto che avevi avuto un richiamo ufficiale per avere usato la magia di fronte ai Babbani...» «Non sono stato io... e lui come ha fatto a saperlo?
_ 	strettamente      	«Se i Dursley si svegliano sono morto» disse Harry legando strettamente la corda intorno a una sbarra, mentre Fred accelerava.
_ 	cautamente        	Fred e George si arrampicarono cautamente sulla finestra ed entrarono nella camera di Harry.
_ 	forcina           	‘Avrei dovuto pensarci’, si disse Harry mentre George estraeva dalla tasca una comune forcina da capelli e cominciava a forzare la serratura della porta.
_ 	radunare          	Harry si affrettò a radunare tutte le cose che aveva nella stanza e a passarle a Ron dalla finestra.
_ 	spallata          	«Ancora una bella spinta...» Harry e George diedero una spallata al baule, che cadde sul sedile posteriore dell’automobile.
_ 	tonante           	Ma Harry non aveva fatto in tempo ad arrampicarsi sul davanzale che un improvviso e acuto stridio si levò alle sue spalle, seguito immediatamente dalla voce tonante di zio Vernon.
_ 	cassettone        	Si stava arrampicando di nuovo sul cassettone, quando zio Vernon mollò un pugno sulla porta che, non essendo chiusa a chiave, si spalancò.
_ 	incorniciare      	Per una frazione di secondo zio Vernon rimase lì, incorniciato dalla porta; poi muggì come un toro inferocito e si lanciò su Harry afferrandolo per una caviglia.
_ 	muggire           	Per una frazione di secondo zio Vernon rimase lì, incorniciato dalla porta; poi muggì come un toro inferocito e si lanciò su Harry afferrandolo per una caviglia.
_ 	toro              	Per una frazione di secondo zio Vernon rimase lì, incorniciato dalla porta; poi muggì come un toro inferocito e si lanciò su Harry afferrandolo per una caviglia.
_ 	gas               	A tutto gas, Fred!
_ 	basito            	Dalla sua finestra sporgevano le teste di zio Vernon, zia Petunia e Dudley che lo guardavano basiti.
_ 	unisono           	«Sì» risposero immediatamente all’unisono Harry e Ron.
_ 	sostenitore       	«Era un forte sostenitore di Tu-Sai-Chi».
_ 	cerchia           	Un mucchio di stupidaggini... Papà pensa che facesse parte della cerchia più stretta di Tu-Sai-Chi».
_ 	premuroso         	Al suo confronto, Dudley Dursley sembrava un ragazzo gentile, premuroso e sensibile.
_ 	sensibile         	Al suo confronto, Dudley Dursley sembrava un ragazzo gentile, premuroso e sensibile.
_ 	stirare           	«Il sogno di mamma è di avere un elfo domestico che le stiri la biancheria» disse George.
_ 	biancheria        	«Il sogno di mamma è di avere un elfo domestico che le stiri la biancheria» disse George.
_ 	accontentarsi     	«Ma ci dobbiamo accontentare di un vecchio ghoul pidocchioso che vive in soffitta e di certi gnomi che girano per il giardino.
_ 	pidocchioso       	«Ma ci dobbiamo accontentare di un vecchio ghoul pidocchioso che vive in soffitta e di certi gnomi che girano per il giardino.
_ 	soffitta          	«Ma ci dobbiamo accontentare di un vecchio ghoul pidocchioso che vive in soffitta e di certi gnomi che girano per il giardino.
_ 	maniero           	Gli elfi domestici si trovano in immensi manieri, antichi castelli e altri posti del genere.
_ 	nuotare           	A giudicare dal fatto che Draco Malfoy aveva di ogni cosa il meglio del meglio, la sua famiglia doveva nuotare nell’oro, oro di maghi.
_ 	tronfio           	Non gli riusciva difficile immaginare Malfoy aggirarsi tutto tronfio in un grande maniero.
_ 	ingenuo           	Era forse stato ingenuo, Harry, a prendere sul serio Dobby?
_ 	decrepito         	«Il nostro gufo. È decrepito.
_ 	collassare        	Non sarebbe la prima volta che collassa durante una consegna.
_ 	lucidare          	«Ha mandato un sacco di lettere e ha passato un sacco di tempo chiuso in camera sua... Voglio dire, ma quante volte vorrà lucidarlo quel distintivo da prefetto!...
_ 	ovest             	Stai virando troppo a ovest, Fred» soggiunse, indicando una bussola sul cruscotto.
_ 	bussola           	Stai virando troppo a ovest, Fred» soggiunse, indicando una bussola sul cruscotto.
_ 	cruscotto         	Stai virando troppo a ovest, Fred» soggiunse, indicando una bussola sul cruscotto.
_ 	garage            	Se siamo fortunati riusciremo a rimetterla in garage senza che mamma si accorga che l’abbiamo fatta volare».
_ 	divisione         	«Lavora nella divisione più noiosa» disse Ron.
_ 	manufatto         	«L’Ufficio per l’Uso Improprio dei Manufatti dei Babbani».
_ 	antiquariato      	L’anno scorso, per esempio, è morta una vecchia strega e il suo servizio da tè è stato venduto a un negozio di antiquariato.
_ 	pinza             	Un signore è finito in ospedale con le pinze per lo zucchero appese al naso.
_ 	capanno           	«Sì, papà va matto per tutto quel che riguarda i Babbani; abbiamo il capanno pieno zeppo di aggeggi che provengono dal loro mondo.
_ 	smontare          	Lui li smonta, ci mette dentro qualche incantesimo e poi li rimonta.
_ 	rimontare         	Lui li smonta, ci mette dentro qualche incantesimo e poi li rimonta.
_ 	ispezione         	Se facesse un’ispezione in casa nostra dovrebbe mettersi subito agli arresti.
_ 	arresto           	Se facesse un’ispezione in casa nostra dovrebbe mettersi subito agli arresti.
_ 	parabrezza        	«Quella è la strada principale» disse George guardando in giù attraverso il parabrezza.
_ 	albeggiare        	«Tra dieci minuti siamo arrivati... meno male, sta albeggiando...» Un pallido bagliore rosato era visibile all’orizzonte, verso oriente.
_ 	rosato            	«Tra dieci minuti siamo arrivati... meno male, sta albeggiando...» Un pallido bagliore rosato era visibile all’orizzonte, verso oriente.
_ 	oriente           	«Tra dieci minuti siamo arrivati... meno male, sta albeggiando...» Un pallido bagliore rosato era visibile all’orizzonte, verso oriente.
_ 	mosaico           	Fred scese di quota e Harry scorse nell’oscurità un mosaico di campi e boschi.
_ 	sobbalzo          	«Ci siamo!» disse Fred quando, con un lieve sobbalzo, ebbero toccato il suolo.
_ 	porcile           	Aveva l’aria di essere stata, un tempo, un grosso porcile di pietra, ma qua e là erano state aggiunte delle stanze per un’altezza di diversi piani e, così contorta, la costruzione sembrava proprio reggersi in piedi per magia (il che, come Harry rammentò a se stesso, era probabilmente vero).
_ 	costruzione       	Aveva l’aria di essere stata, un tempo, un grosso porcile di pietra, ma qua e là erano state aggiunte delle stanze per un’altezza di diversi piani e, così contorta, la costruzione sembrava proprio reggersi in piedi per magia (il che, come Harry rammentò a se stesso, era probabilmente vero).
_ 	rammentare        	Aveva l’aria di essere stata, un tempo, un grosso porcile di pietra, ma qua e là erano state aggiunte delle stanze per un’altezza di diversi piani e, così contorta, la costruzione sembrava proprio reggersi in piedi per magia (il che, come Harry rammentò a se stesso, era probabilmente vero).
_ 	sbilenco          	Su un’insegna sbilenca fissata a terra, vicino all’entrata, si leggeva: ‘La Tana’.
_ 	rinfusa           	Dietro alla porta principale, alla rinfusa, erano ammucchiati degli stivaloni di gomma e un calderone tutto arrugginito.
_ 	arrugginito       	Dietro alla porta principale, alla rinfusa, erano ammucchiati degli stivaloni di gomma e un calderone tutto arrugginito.
_ 	pasciuto          	Diverse galline marroni ben pasciute andavano beccando qua e là per l’aia.
_ 	aia               	Diverse galline marroni ben pasciute andavano beccando qua e là per l’aia.
_ 	magnifico         	«Ma è magnifica!» esclamò Harry felice, pensando a Privet Drive.
_ 	scompiglio        	La signora Weasley stava attraversando il cortile a passo di marcia, gettando lo scompiglio tra i polli, e per quanto fosse una donna bassa, rotondetta e dal viso gentile, in quel momento assomigliava notevolmente a una tigre dai denti a sciabola.
_ 	notevolmente      	La signora Weasley stava attraversando il cortile a passo di marcia, gettando lo scompiglio tra i polli, e per quanto fosse una donna bassa, rotondetta e dal viso gentile, in quel momento assomigliava notevolmente a una tigre dai denti a sciabola.
_ 	tigre             	La signora Weasley stava attraversando il cortile a passo di marcia, gettando lo scompiglio tra i polli, e per quanto fosse una donna bassa, rotondetta e dal viso gentile, in quel momento assomigliava notevolmente a una tigre dai denti a sciabola.
_ 	sciabola          	La signora Weasley stava attraversando il cortile a passo di marcia, gettando lo scompiglio tra i polli, e per quanto fosse una donna bassa, rotondetta e dal viso gentile, in quel momento assomigliava notevolmente a una tigre dai denti a sciabola.
_ 	grembiule         	Indossava un grembiule a fiori e una bacchetta le sporgeva dalla tasca.
_ 	accattivare       	«...’Giorno mamma» salutò George con quella che evidentemente considerava una voce disinvolta e accattivante.
_ 	schiantarsi       	«Letti vuoti! Neanche un biglietto... L’auto sparita... Potevate esservi schiantati...
_ 	angoscia          	Ero fuori di me dall’angoscia... Ma a voi cosa importava?
_ 	ingombro          	La cucina era piccola e piuttosto ingombra.
_ 	accatastare       	Sulla mensola del camino, uno sopra l’altro, erano accatastati libri con titoli come Incantate il vostro formaggio, Incantesimi da forno, e Banchetti in un minuto: questa sì che è magia!
_ 	incantare         	Sulla mensola del camino, uno sopra l’altro, erano accatastati libri con titoli come Incantate il vostro formaggio, Incantesimi da forno, e Banchetti in un minuto: questa sì che è magia!
_ 	radio             	E a meno che le orecchie di Harry non lo ingannassero, la vecchia radio vicino al lavandino aveva appena annunciato «L’ora della magia, con la maga del pop Celestina Warbeck».
_ 	maga              	E a meno che le orecchie di Harry non lo ingannassero, la vecchia radio vicino al lavandino aveva appena annunciato «L’ora della magia, con la maga del pop Celestina Warbeck».
_ 	pop               	E a meno che le orecchie di Harry non lo ingannassero, la vecchia radio vicino al lavandino aveva appena annunciato «L’ora della magia, con la maga del pop Celestina Warbeck».
_ 	regolamentare     	«Volare con una macchina non regolamentare per tutto il Paese... chiunque avrebbe potuto vedervi...» Poi, con noncuranza, agitò la bacchetta verso i piatti da lavare nel lavandino e quelli cominciarono a pulirsi da soli, con un lieve tintinnio di sottofondo.
_ 	pulirsi           	«Volare con una macchina non regolamentare per tutto il Paese... chiunque avrebbe potuto vedervi...» Poi, con noncuranza, agitò la bacchetta verso i piatti da lavare nel lavandino e quelli cominciarono a pulirsi da soli, con un lieve tintinnio di sottofondo.
_ 	sottofondo        	«Volare con una macchina non regolamentare per tutto il Paese... chiunque avrebbe potuto vedervi...» Poi, con noncuranza, agitò la bacchetta verso i piatti da lavare nel lavandino e quelli cominciarono a pulirsi da soli, con un lieve tintinnio di sottofondo.
_ 	lievemente        	«Lo stesso vale per te!» disse la signora Weasley, ma fu con un’espressione lievemente addolcita che cominciò a tagliare il pane per Harry e a imburrarglielo.
_ 	addolcire         	«Lo stesso vale per te!» disse la signora Weasley, ma fu con un’espressione lievemente addolcita che cominciò a tagliare il pane per Harry e a imburrarglielo.
_ 	imburrare         	«Lo stesso vale per te!» disse la signora Weasley, ma fu con un’espressione lievemente addolcita che cominciò a tagliare il pane per Harry e a imburrarglielo.
_ 	camicia           	In quel momento una figuretta dai capelli rossi e dalla lunga camicia da notte comparve in cucina, lanciò un gridolino e corse via di nuovo.
_ 	autografo         	«Sì, vedrai che ti chiederà l’autografo, Harry» commentò Fred ridendo, ma poi, cogliendo l’occhiata di sua madre, chinò la faccia sul piatto senza più dire una parola.
_ 	sorprendentemente 	Regnò il silenzio fino a che tutti e quattro i piatti non furono puliti, il che richiese un tempo sorprendentemente breve.
_ 	coltello          	«Mamma mia, quanto sono stanco» sbadigliò Fred posando coltello e forchetta.
_ 	forchetta         	«Mamma mia, quanto sono stanco» sbadigliò Fred posando coltello e forchetta.
_ 	rottame           	«Non sei stato tu a chiedergli di far volare quel rottame di macchina».
_ 	elaborato         	In elaborate lettere d’oro c’era scritto: ‘Guida alla disinfestazione domestica, di Gilderoy Lockhart’.
_ 	disinfestazione   	In elaborate lettere d’oro c’era scritto: ‘Guida alla disinfestazione domestica, di Gilderoy Lockhart’.
_ 	campeggiare       	Vi campeggiava inoltre una grande foto di un mago molto avvenente, con i capelli biondi ondulati e due luminosi occhi azzurri.
_ 	avvenente         	Vi campeggiava inoltre una grande foto di un mago molto avvenente, con i capelli biondi ondulati e due luminosi occhi azzurri.
_ 	ondulato          	Vi campeggiava inoltre una grande foto di un mago molto avvenente, con i capelli biondi ondulati e due luminosi occhi azzurri.
_ 	sfrontato         	Come sempre la foto era animata; il mago, che Harry immaginò essere Gilderoy Lockhart, ammiccava a tutti loro in modo sfrontato.
_ 	cotta             	«Nessuno è più esperto di disinfestazioni, è un libro meraviglioso...» «Mamma ha una cotta per lui» disse Fred con un bisbiglio ben udibile.
_ 	udibile           	«Nessuno è più esperto di disinfestazioni, è un libro meraviglioso...» «Mamma ha una cotta per lui» disse Fred con un bisbiglio ben udibile.
_ 	corrispondere     	Harry li seguì: il giardino era grande e corrispondeva esattamente alla sua idea di giardino.
_ 	stagno            	Ai Dursley non sarebbe piaciuto: era pieno di erbacce e aveva urgente bisogno di una sistemata, ma tutt’intorno al muro di cinta c’erano alberi nodosi, dalle aiuole spuntavano piante che Harry non aveva mai visto e c’era un grosso stagno verde pieno di ranocchie.
_ 	ranocchio         	Ai Dursley non sarebbe piaciuto: era pieno di erbacce e aveva urgente bisogno di una sistemata, ma tutt’intorno al muro di cinta c’erano alberi nodosi, dalle aiuole spuntavano piante che Harry non aveva mai visto e c’era un grosso stagno verde pieno di ranocchie.
_ 	peonia            	«Sì, li ho visti quei cosi che loro scambiano per gnomi» disse Ron con la testa infilata in un cespuglio di peonie.
_ 	babbo             	«Come tanti piccoli e grassi Babbo Natale con la canna da pesca...» Si udì un violento rumore di zuffa, il cespuglio di peonie tremò tutto e Ron si raddrizzò:
_ 	pesca             	«Come tanti piccoli e grassi Babbo Natale con la canna da pesca...» Si udì un violento rumore di zuffa, il cespuglio di peonie tremò tutto e Ron si raddrizzò:
_ 	zuffa             	«Come tanti piccoli e grassi Babbo Natale con la canna da pesca...» Si udì un violento rumore di zuffa, il cespuglio di peonie tremò tutto e Ron si raddrizzò:
_ 	torvo             	«Questo è uno gnomo» disse torvo.
_ 	coriaceo          	Era piccolo e coriaceo, con una grossa testa calva e bitorzoluta, tale e quale a una patata.
_ 	lazo              	Sollevò lo gnomo sopra la testa («Mollami!») e lo fece roteare in aria come un lazo, descrivendo grandi cerchi.
_ 	stordire          	«Non si fanno male... Ma bisogna stordirli in modo che non ritrovino la strada per le loro tane».
_ 	ceppo             	«Scommetto che io riesco a lanciare il mio oltre quel ceppo».
_ 	indecisione       	Stava per lanciare al di là della siepe il primo che aveva preso, ma lo gnomo, avvertendo la sua indecisione, gli affondò i denti affilati come rasoi nel dito e Harry fece fatica a scrollarselo di dosso fino a che... «Ehi, Harry... devi averlo tirato a più di quindici metri...» Ben presto l’aria fu annebbiata da gnomi volanti.
_ 	rasoio            	Stava per lanciare al di là della siepe il primo che aveva preso, ma lo gnomo, avvertendo la sua indecisione, gli affondò i denti affilati come rasoi nel dito e Harry fece fatica a scrollarselo di dosso fino a che... «Ehi, Harry... devi averlo tirato a più di quindici metri...» Ben presto l’aria fu annebbiata da gnomi volanti.
_ 	annebbiare        	Stava per lanciare al di là della siepe il primo che aveva preso, ma lo gnomo, avvertendo la sua indecisione, gli affondò i denti affilati come rasoi nel dito e Harry fece fatica a scrollarselo di dosso fino a che... «Ehi, Harry... devi averlo tirato a più di quindici metri...» Ben presto l’aria fu annebbiata da gnomi volanti.
_ 	frotta            	Poco dopo, frotte di gnomi con le piccole spalle ricurve cominciarono ad allontanarsi dal giardino in ordine sparso.
_ 	indulgente        	«Ci stanno bene qui... Papà è troppo indulgente con loro, li trova divertenti...» In quel momento si udì sbattere la porta di ingresso.
_ 	impolverare       	Indossava un lungo abito verde, tutto impolverato e sgualcito dal viaggio.
_ 	sgualcito         	Indossava un lungo abito verde, tutto impolverato e sgualcito dal viaggio.
_ 	sopralluogo       	«Nove sopralluoghi. Nove! E il vecchio Mundungus Fletcher ha cercato di scagliarmi addosso un maleficio mentre ero girato dall’altra parte...» Il signor Weasley bevve una lunga sorsata di tè e sospirò.
_ 	maleficio         	«Nove sopralluoghi. Nove! E il vecchio Mundungus Fletcher ha cercato di scagliarmi addosso un maleficio mentre ero girato dall’altra parte...» Il signor Weasley bevve una lunga sorsata di tè e sospirò.
_ 	competenza        	«Abbiamo visto anche roba molto sospetta, ma per fortuna non era di mia competenza.
_ 	furetto           	Mortlake è stato portato via per essere interrogato su alcuni stranissimi furetti, ma questo, grazie al cielo, riguarda il Comitato per gli Incantesimi Sperimentali...» «Perché uno si dovrebbe prendere la briga di far rimpicciolire delle chiavi?» chiese George.
