HPitb2ch02-0001	moquette	La creatura scivolò giù dal letto e fece un inchino così profondo da toccare la moquette con la punta del suo naso lungo e sottile.
HPitb2ch02-0002	federa	Harry notò che indossava qualcosa di simile a una vecchia federa, con degli strappi da cui uscivano le braccia e le gambe.
HPitb2ch02-0003	trapanare	«Harry Potter» disse la creatura con voce così acuta da trapanare i muri.
HPitb2ch02-0004	scrivania	«È tanto tempo che Dobby voleva conoscerla, signore... È un tale onore...» «G-grazie» disse Harry sgattaiolando lungo la parete e sprofondando nella sedia davanti alla scrivania, vicino alla gabbia di Edvige.
HPitb2ch02-0005	elfo	Solo Dobby, l’elfo domestico» disse la creatura.
HPitb2ch02-0006	domestico	Solo Dobby, l’elfo domestico» disse la creatura.
HPitb2ch02-0007	sgarbato	«Ehm... non vorrei sembrarti sgarbato, ma... questo per me non è il momento migliore per avere un elfo domestico in camera...» Dal salotto risuonò la risata stridula e falsa di zia Petunia.
HPitb2ch02-0008	falso	«Ehm... non vorrei sembrarti sgarbato, ma... questo per me non è il momento migliore per avere un elfo domestico in camera...» Dal salotto risuonò la risata stridula e falsa di zia Petunia.
HPitb2ch02-0009	compunto	«Non che non mi faccia piacere conoscerti» si affrettò a dire Harry, «ma... sei qui per qualche ragione precisa?» «Oh, sì, signore» rispose Dobby tutto compunto.
HPitb2ch02-0010	accomodarsi	«Accomodati» disse cortesemente Harry indicandogli il letto.
HPitb2ch02-0011	zittire	«Mai un mago ha chiesto a Dobby di accomodarsi... da pari a pari...» Harry, cercando di zittirlo e confortarlo al tempo stesso, lo spinse sul letto, dove l’elfo si sedette in preda ai singhiozzi, simile a una grossa e brutta bambola.
HPitb2ch02-0012	confortare	«Mai un mago ha chiesto a Dobby di accomodarsi... da pari a pari...» Harry, cercando di zittirlo e confortarlo al tempo stesso, lo spinse sul letto, dove l’elfo si sedette in preda ai singhiozzi, simile a una grossa e brutta bambola.
HPitb2ch02-0013	bambola	«Mai un mago ha chiesto a Dobby di accomodarsi... da pari a pari...» Harry, cercando di zittirlo e confortarlo al tempo stesso, lo spinse sul letto, dove l’elfo si sedette in preda ai singhiozzi, simile a una grossa e brutta bambola.
HPitb2ch02-0014	lacrimoso	Finalmente riuscì a controllarsi e rimase seduto, fissando Harry con i grandi occhi carichi di lacrimosa adorazione.
HPitb2ch02-0015	adorazione	Finalmente riuscì a controllarsi e rimase seduto, fissando Harry con i grandi occhi carichi di lacrimosa adorazione.
HPitb2ch02-0016	educato	«Non devi aver conosciuto dei maghi molto educati» disse Harry cercando di fargli tornare un po’ d’allegria.
HPitb2ch02-0017	allegria	«Non devi aver conosciuto dei maghi molto educati» disse Harry cercando di fargli tornare un po’ d’allegria.
HPitb2ch02-0018	capocciata	Poi, all’improvviso, saltò su e prese furiosamente a capocciate la finestra gridando: «Cattivo Dobby! Cattivo Dobby!»
HPitb2ch02-0019	risospingere	«No... che cosa stai facendo?» sibilò Harry balzando in piedi e risospingendolo sul letto.
HPitb2ch02-0020	sbarra	Intanto Edvige si era svegliata con un grido particolarmente acuto e aveva iniziato a sbattere all’impazzata le ali contro le sbarre della gabbia.
HPitb2ch02-0021	punirsi	«Dobby doveva punirsi, signore» disse l’elfo che era diventato strabico a furia di testate.
HPitb2ch02-0022	strabico	«Dobby doveva punirsi, signore» disse l’elfo che era diventato strabico a furia di testate.
HPitb2ch02-0023	testata	«Dobby doveva punirsi, signore» disse l’elfo che era diventato strabico a furia di testate.
HPitb2ch02-0024	presso	«Dobby ha quasi parlato male della famiglia, signore...» «La tua famiglia?» «La famiglia di maghi presso cui Dobby è al servizio, signore... Dobby è un elfo domestico... costretto a servire per sempre una sola casa e una sola famiglia...»
HPitb2ch02-0025	severamente	«Oh, no, signore, no... Dobby dovrà punirsi molto severamente per essere venuto a trovarla, signore.
HPitb2ch02-0026	sciogliere	Dobby si sciolse di nuovo in gemiti di gratitudine.
HPitb2ch02-0027	freneticamente	«Ti prego» bisbigliò Harry freneticamente, «ti prego, non far rumore; se i Dursley sentono qualcosa, se si accorgono che sei qui...»
HPitb2ch02-0028	umile	«Harry Potter è umile e modesto» disse Dobby reverente, e i suoi occhi rotondi erano raggianti.
HPitb2ch02-0029	modesto	«Harry Potter è umile e modesto» disse Dobby reverente, e i suoi occhi rotondi erano raggianti.
HPitb2ch02-0030	reverente	«Harry Potter è umile e modesto» disse Dobby reverente, e i suoi occhi rotondi erano raggianti.
HPitb2ch02-0031	mugolare	Dobby si mise le mani sulle orecchie da pipistrello e mugolò: «Ah, non pronunci quel nome, signore! Non pronunci quel nome!»
HPitb2ch02-0032	sudicio	«Ah, signore!» ansimò asciugandosi la faccia con l’angolo della sudicia federa che aveva addosso.
HPitb2ch02-0033	valoroso	«Harry Potter è valoroso e audace!
HPitb2ch02-0034	audace	«Harry Potter è valoroso e audace!
HPitb2ch02-0035	coraggiosamente	Ha già affrontato coraggiosamente così tanti pericoli!
HPitb2ch02-0036	posata	Ci fu un silenzio rotto solo dal tintinnio delle posate proveniente dalla sala da pranzo e dal brontolio lontano della voce di zio Vernon.
HPitb2ch02-0037	appartenere	Io non appartengo a questo posto.
HPitb2ch02-0038	complotto	«C’è un complotto, Harry Potter.
HPitb2ch02-0039	complottare	«E chi sta complottando?»
HPitb2ch02-0040	rilanciare	Basta che tu faccia di sì o di no con la testa» aggiunse in fretta, perché Dobby si stava rilanciando pericolosamente contro il muro.
HPitb2ch02-0041	culmine	Dobby ha sentito dire che Silente è grande quanto Colui-Che-Non-Deve-Essere- Nominato quando era al culmine della sua forza.
HPitb2ch02-0042	concitato	Ma, signore» e qui la voce di Dobby divenne un sussurro concitato, «ci sono poteri che Silente non può... poteri che nessun mago per bene...» E prima che Harry potesse fermarlo Dobby saltò giù dal letto, afferrò la lampada dalla scrivania e cominciò a darsela in testa con guaiti assordanti.
