HPitb1ch03-0001	fuga	CAPITOLO 3 LETTERE DA NESSUNO La fuga del boa constrictor brasiliano costò a Harry il castigo più lungo mai ricevuto fino a quel momento.
HPitb1ch03-0002	brasiliano	CAPITOLO 3 LETTERE DA NESSUNO La fuga del boa constrictor brasiliano costò a Harry il castigo più lungo mai ricevuto fino a quel momento.
HPitb1ch03-0003	costare	CAPITOLO 3 LETTERE DA NESSUNO La fuga del boa constrictor brasiliano costò a Harry il castigo più lungo mai ricevuto fino a quel momento.
HPitb1ch03-0004	castigo	CAPITOLO 3 LETTERE DA NESSUNO La fuga del boa constrictor brasiliano costò a Harry il castigo più lungo mai ricevuto fino a quel momento.
HPitb1ch03-0005	ormai	Quando finalmente gli fu permesso di uscire dal ripostiglio, erano ormai iniziate le vacanze estive e Dudley aveva già rotto la nuova cinepresa, mandato a sbattere l’aeroplanino telecomandato, e la prima volta che aveva provato la bicicletta da corsa aveva investito l’anziana signora Figg che attraversava Privet Drive con le stampelle.
HPitb1ch03-0006	estivo	Quando finalmente gli fu permesso di uscire dal ripostiglio, erano ormai iniziate le vacanze estive e Dudley aveva già rotto la nuova cinepresa, mandato a sbattere l’aeroplanino telecomandato, e la prima volta che aveva provato la bicicletta da corsa aveva investito l’anziana signora Figg che attraversava Privet Drive con le stampelle.
HPitb1ch03-0007	mandare	Quando finalmente gli fu permesso di uscire dal ripostiglio, erano ormai iniziate le vacanze estive e Dudley aveva già rotto la nuova cinepresa, mandato a sbattere l’aeroplanino telecomandato, e la prima volta che aveva provato la bicicletta da corsa aveva investito l’anziana signora Figg che attraversava Privet Drive con le stampelle.
HPitb1ch03-0008	investire	Quando finalmente gli fu permesso di uscire dal ripostiglio, erano ormai iniziate le vacanze estive e Dudley aveva già rotto la nuova cinepresa, mandato a sbattere l’aeroplanino telecomandato, e la prima volta che aveva provato la bicicletta da corsa aveva investito l’anziana signora Figg che attraversava Privet Drive con le stampelle.
HPitb1ch03-0009	stampella	Quando finalmente gli fu permesso di uscire dal ripostiglio, erano ormai iniziate le vacanze estive e Dudley aveva già rotto la nuova cinepresa, mandato a sbattere l’aeroplanino telecomandato, e la prima volta che aveva provato la bicicletta da corsa aveva investito l’anziana signora Figg che attraversava Privet Drive con le stampelle.
HPitb1ch03-0010	contento	Harry era molto contento che la scuola fosse finita, ma non c’era modo di sfuggire alla ghenga di Dudley che veniva a casa ogni santo giorno.
HPitb1ch03-0011	poiché	Piers, Dennis, Malcolm e Gordon erano grandi e stupidi, ma poiché Dudley era il più grande e il più stupido di tutti, era il capo.
HPitb1ch03-0012	unirsi	Tutti gli altri erano ben felici di unirsi a lui nel praticare il suo sport preferito:
HPitb1ch03-0013	praticare	Tutti gli altri erano ben felici di unirsi a lui nel praticare il suo sport preferito:
HPitb1ch03-0014	sport	Tutti gli altri erano ben felici di unirsi a lui nel praticare il suo sport preferito:
HPitb1ch03-0015	gironzolare	Ecco perché Harry passava più tempo possibile fuori di casa, gironzolando nei dintorni e pensando alla fine delle vacanze, che gli avrebbe portato un esile raggio di speranza.
HPitb1ch03-0016	dintorni	Ecco perché Harry passava più tempo possibile fuori di casa, gironzolando nei dintorni e pensando alla fine delle vacanze, che gli avrebbe portato un esile raggio di speranza.
HPitb1ch03-0017	esile	Ecco perché Harry passava più tempo possibile fuori di casa, gironzolando nei dintorni e pensando alla fine delle vacanze, che gli avrebbe portato un esile raggio di speranza.
HPitb1ch03-0018	raggio	Ecco perché Harry passava più tempo possibile fuori di casa, gironzolando nei dintorni e pensando alla fine delle vacanze, che gli avrebbe portato un esile raggio di speranza.
HPitb1ch03-0019	speranza	Ecco perché Harry passava più tempo possibile fuori di casa, gironzolando nei dintorni e pensando alla fine delle vacanze, che gli avrebbe portato un esile raggio di speranza.
HPitb1ch03-0020	settembre	A settembre sarebbe andato alle medie e, per la prima volta in vita sua, non sarebbe stato con Dudley.
HPitb1ch03-0021	media	A settembre sarebbe andato alle medie e, per la prima volta in vita sua, non sarebbe stato con Dudley.
HPitb1ch03-0022	riservato	Dudley aveva un posto riservato a Smeltings, la scuola dove aveva studiato zio Vernon.
HPitb1ch03-0023	studiare	Dudley aveva un posto riservato a Smeltings, la scuola dove aveva studiato zio Vernon.
HPitb1ch03-0024	pubblico	Harry, invece, sarebbe andato a Stonewall High, la scuola pubblica del quartiere.
HPitb1ch03-0025	quartiere	Harry, invece, sarebbe andato a Stonewall High, la scuola pubblica del quartiere.
HPitb1ch03-0026	divertente	Dudley trovava la cosa molto divertente.
HPitb1ch03-0027	gabinetto	«Lo sai che a Stonewall il primo giorno di scuola ti ficcano la testa nella tazza del gabinetto?
HPitb1ch03-0028	esercizio	«Vuoi venire di sopra a fare esercizio?» «No, grazie» rispose Harry.
HPitb1ch03-0029	cacciare	«La povera tazza del gabinetto non si è mai vista cacciare dentro niente di così orribile come la tua testa;
HPitb1ch03-0030	sentirsi	potrebbe sentirsi male».
HPitb1ch03-0031	luglio	Un giorno di luglio, zia Petunia accompagnò Dudley a Londra per comprare l’uniforme di Smeltings, lasciando Harry dalla signora Figg.
HPitb1ch03-0032	accompagnare	Un giorno di luglio, zia Petunia accompagnò Dudley a Londra per comprare l’uniforme di Smeltings, lasciando Harry dalla signora Figg.
HPitb1ch03-0033	uniforme	Un giorno di luglio, zia Petunia accompagnò Dudley a Londra per comprare l’uniforme di Smeltings, lasciando Harry dalla signora Figg.
HPitb1ch03-0034	quindi	Si era rotta la gamba inciampando in uno dei suoi gatti e quindi non sembrava più entusiasta di loro come prima.
HPitb1ch03-0035	entusiasta	Si era rotta la gamba inciampando in uno dei suoi gatti e quindi non sembrava più entusiasta di loro come prima.
HPitb1ch03-0036	pezzo	Permise a Harry di guardare la televisione e gli diede un pezzo di torta al cioccolato, che sapeva di stantio come se fosse lì da qualche anno.
HPitb1ch03-0037	torta	Permise a Harry di guardare la televisione e gli diede un pezzo di torta al cioccolato, che sapeva di stantio come se fosse lì da qualche anno.
HPitb1ch03-0038	stantio	Permise a Harry di guardare la televisione e gli diede un pezzo di torta al cioccolato, che sapeva di stantio come se fosse lì da qualche anno.
HPitb1ch03-0039	sfilare	Quella sera Dudley sfilò in salotto per la famiglia, nella sua uniforme nuova di zecca.
HPitb1ch03-0040	marsina	I ragazzi di Smeltings indossavano una marsina bordeaux, pantaloni arancioni alla zuava e un cappello piatto detto paglietta.
HPitb1ch03-0041	bordeaux	I ragazzi di Smeltings indossavano una marsina bordeaux, pantaloni arancioni alla zuava e un cappello piatto detto paglietta.
HPitb1ch03-0042	pantalone	I ragazzi di Smeltings indossavano una marsina bordeaux, pantaloni arancioni alla zuava e un cappello piatto detto paglietta.
