HPitb1ch16-0001	certezza	ATTRAVERSO LA BOTOLA Negli anni seguenti, Harry non ricordò mai esattamente come avesse fatto a superare gli esami vivendo nella quasi certezza che da un momento all’altro Voldemort potesse piombargli fra capo e collo.
HPitb1ch16-0002	vegeto	E invece i giorni passarono lenti e non vi era il minimo dubbio che Fuffi fosse ancora vivo e vegeto dietro quella porta sprangata.
HPitb1ch16-0003	imbroglio	Per l’esame avevano ricevuto penne d’oca speciali, nuove di zecca, che erano state stregate con un Incantesimo Antimbroglio per impedire loro di copiare.
HPitb1ch16-0004	danzare	Il professor Flitwick li aveva chiamati a uno a uno nella sua aula per vedere se erano capaci di far danzare un ananas a passo di tip tap da un lato all’altro del banco.
HPitb1ch16-0005	ananas	Il professor Flitwick li aveva chiamati a uno a uno nella sua aula per vedere se erano capaci di far danzare un ananas a passo di tip tap da un lato all’altro del banco.
HPitb1ch16-0006	tip-tap	Il professor Flitwick li aveva chiamati a uno a uno nella sua aula per vedere se erano capaci di far danzare un ananas a passo di tip tap da un lato all’altro del banco.
HPitb1ch16-0007	tabacchiera	La professoressa McGonagall li stette a guardare mentre trasformavano un topolino in una tabacchiera:
HPitb1ch16-0008	sforzarsi	Harry fece del suo meglio, sforzandosi di ignorare le penetranti fitte alla fronte che lo tormentavano fin da quella sua uscita nella Foresta.
HPitb1ch16-0009	fitta	Harry fece del suo meglio, sforzandosi di ignorare le penetranti fitte alla fronte che lo tormentavano fin da quella sua uscita nella Foresta.
HPitb1ch16-0010	esaurimento	Dato che Harry non riusciva a dormire, Neville era convinto che soffrisse di un grave esaurimento da esami.
HPitb1ch16-0011	gocciolare	sognava una figura incappucciata che gocciolava sangue.
HPitb1ch16-0012	incandescente	Forse perché non avevano visto quel che aveva visto Harry nella Foresta, o perché non avevano cicatrici incandescenti in fronte, Ron e Hermione non sembravano altrettanto ossessionati dalla Pietra Filosofale.
HPitb1ch16-0013	ossessionare	Forse perché non avevano visto quel che aveva visto Harry nella Foresta, o perché non avevano cicatrici incandescenti in fronte, Ron e Hermione non sembravano altrettanto ossessionati dalla Pietra Filosofale.
HPitb1ch16-0014	atterrire	Naturalmente, il pensiero di Voldemort li atterriva, ma almeno non turbava i loro sonni, ed erano talmente impegnati a ripassare che non avevano il tempo di scervellarsi a pensare che cosa potesse combinare Piton o chiunque altro.
HPitb1ch16-0015	scervellarsi	Naturalmente, il pensiero di Voldemort li atterriva, ma almeno non turbava i loro sonni, ed erano talmente impegnati a ripassare che non avevano il tempo di scervellarsi a pensare che cosa potesse combinare Piton o chiunque altro.
HPitb1ch16-0016	inventore	Dopo aver passato un’ora a rispondere a domande su qualche vecchio mago svitato, inventore del calderone autorimestante, sarebbero stati liberi, liberi per una settimana intera, prima che uscissero i risultati.
HPitb1ch16-0017	rimestare	Dopo aver passato un’ora a rispondere a domande su qualche vecchio mago svitato, inventore del calderone autorimestante, sarebbero stati liberi, liberi per una settimana intera, prima che uscissero i risultati.
HPitb1ch16-0018	sciamare	«È stato molto più facile di quanto credessi» gli disse Hermione mentre si univano alla folla dei compagni che sciamavano fuori, nel parco assolato.
HPitb1ch16-0019	codice	«Era perfettamente inutile imparare a memoria il Codice di Comportamento dei Lupi Mannari del 1637 e studiare la rivolta di Elfric l’Avido».
HPitb1ch16-0020	stendersi	Hermione si divertiva sempre a rivedere gli esercizi dopo l’esame, ma Ron le disse che gli faceva venire mal di stomaco e così si diressero verso il lago e si stesero comodamente sotto un albero.
HPitb1ch16-0021	tentacolo	I gemelli Weasley e Lee Jordan stavano facendo il solletico ai tentacoli di un calamaro gigante che si crogiolava nell’acqua tiepida e poco profonda.
HPitb1ch16-0022	calamaro	I gemelli Weasley e Lee Jordan stavano facendo il solletico ai tentacoli di un calamaro gigante che si crogiolava nell’acqua tiepida e poco profonda.
HPitb1ch16-0023	crogiolarsi	I gemelli Weasley e Lee Jordan stavano facendo il solletico ai tentacoli di un calamaro gigante che si crogiolava nell’acqua tiepida e poco profonda.
HPitb1ch16-0024	tiepido	I gemelli Weasley e Lee Jordan stavano facendo il solletico ai tentacoli di un calamaro gigante che si crogiolava nell’acqua tiepida e poco profonda.
HPitb1ch16-0025	avvertimento	«Credo che sia un avvertimento... significa pericolo incombente».
HPitb1ch16-0026	incombente	«Credo che sia un avvertimento... significa pericolo incombente».
HPitb1ch16-0027	agitarsi	Ron aveva troppo caldo per agitarsi.
HPitb1ch16-0028	riprovare	vedrai che aspetterà prima di riprovarci.
