frequent-portuguese-07501,recusa,"
<div class=""trans"">refusal</div>
F
<br>
Após sua recusa pública, ele terá que reagir.
<div class=""trans"">-After your public refusal, he will have to react.</div>
"
frequent-portuguese-07502,filial,"
<div class=""trans"">branch, subsidiary</div>
F
<br>
Porque Denise vive falando em abrir uma outra filial.
<div class=""trans"">-Because Denise keeps talking about wanting to open up another branch.</div>
"
frequent-portuguese-07503,tragicamente,"
<div class=""trans"">tragically</div>
adv
<br>
Ele era casado e aí sua mulher morreu tragicamente.
<div class=""trans"">-He was married, and then his wife died tragically.</div>
"
frequent-portuguese-07504,caril,"
<div class=""trans"">curry</div>
M
<br>
Não vou ser partilhado como caril.
<div class=""trans"">-I will not be shared like a curry.</div>
"
frequent-portuguese-07505,nostalgia,"
<div class=""trans"">nostalgia</div>
F
<br>
Mas não senti a nostalgia costumeira.
<div class=""trans"">-But I didn't feel the usual nostalgia.</div>
"
frequent-portuguese-07506,menopausa,"
<div class=""trans"">menopause</div>
F
<br>
Deve ser da menopausa.
<div class=""trans"">-It must be menopause.</div>
"
frequent-portuguese-07507,xamã,"
<div class=""trans"">shaman</div>
M&F
<br>
Localizei o xamã que a amaldiçoou.
<div class=""trans"">-I've located the Shaman that put the curse on her.</div>
"
frequent-portuguese-07508,incapacitar,"
<div class=""trans"">disable, incapacitate</div>
vb
<br>
É, frequentemente, usada para incapacitar e roubar pessoas.
<div class=""trans"">-It's frequently used to incapacitate and rob people.</div>
"
frequent-portuguese-07509,voleibol,"
<div class=""trans"">volleyball</div>
M
<br>
Você também passa muito tempo jogando voleibol.
<div class=""trans"">-You also spend too much time playing volleyball.</div>
"
frequent-portuguese-07510,insurreição,"
<div class=""trans"">insurrection</div>
F
<br>
Houve bastante recitais durante a insurreição de Varsóvia.
<div class=""trans"">-We had lots of recitals through all the Warsaw insurrection.</div>
"
frequent-portuguese-07511,matadouro,"
<div class=""trans"">slaughterhouse</div>
M
<br>
Temos um homem ferido no matadouro.
<div class=""trans"">-We got a man down in the slaughterhouse.</div>
"
frequent-portuguese-07512,leproso,"
<div class=""trans"">leper; leprous</div>
M/F; adj
<br>
Viu um leproso e o sarou.
<div class=""trans"">-He found a leper and cured him.</div>
"
frequent-portuguese-07513,chicotada,"
<div class=""trans"">whipping</div>
F
<br>
Vais receber uma chicotada por cada passo que eu der.
<div class=""trans"">-You'll get a whipping for every step I take.</div>
"
frequent-portuguese-07514,malte,"
<div class=""trans"">malt</div>
M
<br>
O fornecimento do malte único de Cardhu diminuiu.
<div class=""trans"">-The supply of Cardhu single malt has run low.</div>
"
frequent-portuguese-07515,couve,"
<div class=""trans"">wild cabbage</div>
F
<br>
Gostaria de um pouco de couve-flor, couve-de-bruxelas, couve kale ou couve?
<div class=""trans"">-Would you like some cauliflower, brussels sprouts, kale, or wild cabbage?</div>
"
frequent-portuguese-07516,radicalmente,"
<div class=""trans"">radically</div>
adv
<br>
Precisamos começar a pensar diferentemente e radicalmente.
<div class=""trans"">-We need to start to think differently and radically.</div>
"
frequent-portuguese-07517,penetração,"
<div class=""trans"">penetration</div>
F
<br>
Iniciando teste de penetração de blindagem no veículo de combate Bradley.
<div class=""trans"">-Commencing armor penetration tests on the Bradley fighting vehicle.</div>
"
frequent-portuguese-07518,imperfeito,"
<div class=""trans"">imperfect</div>
adj
<br>
Tudo que existe neste mundo imperfeito.
<div class=""trans"">-Everything that exists in this imperfect world.</div>
"
frequent-portuguese-07519,engrenagem,"
<div class=""trans"">gear</div>
F
<br>
És uma engrenagem numa máquina avariada.
<div class=""trans"">-You are a gear in a bad machine.</div>
"
frequent-portuguese-07520,légua,"
<div class=""trans"">league (distance)</div>
F
<br>
Um dos nossos soldados sobreviveu a um ataque a menos de uma légua daqui.
<div class=""trans"">-One of our soldiers survived an attack less than a league from here.</div>
"
frequent-portuguese-07521,propina,"
<div class=""trans"">bribe, tuition fee [EP]</div>
F
<br>
Seria um bom momento para lhe oferecer uma propina.
<div class=""trans"">-This would be a very good time to offer him a bribe.</div>
"
frequent-portuguese-07522,patrono,"
<div class=""trans"">patron</div>
M
<br>
Eu pareço um generoso patrono da tecnologia.
<div class=""trans"">-I come off like a generous patron of technology.</div>
"
frequent-portuguese-07523,pingo,"
<div class=""trans"">drop</div>
M
<br>
Olho para ele e tem um pingo de vinho tinto no nariz.
<div class=""trans"">-I look over, and he has this drop of red wine on his nose.</div>
"
frequent-portuguese-07524,boxeador,"
<div class=""trans"">boxer</div>
M/F
<br>
Consideraram assassinato porque Frank é boxeador profissional.
<div class=""trans"">-They called it murder because Frank is a professional boxer.</div>
"
frequent-portuguese-07525,incompreensível,"
<div class=""trans"">incomprehensible</div>
adj
<br>
Infelizmente, só traduz para uma língua morta incompreensível.
<div class=""trans"">-Unfortunately, it only translates into an incomprehensible dead language.</div>
"
frequent-portuguese-07526,pólen,"
<div class=""trans"">pollen</div>
M
<br>
Porque queremos um ambiente limpo sem distrações de pólen.
<div class=""trans"">-Cause we want a clean environment with no pollen distractions.</div>
"
frequent-portuguese-07527,procissão,"
<div class=""trans"">procession</div>
F
<br>
Será uma grande procissão, pai.
<div class=""trans"">-It'll be a large procession, father.</div>
"
frequent-portuguese-07528,telepatia,"
<div class=""trans"">telepathy</div>
F
<br>
Algumas espécies comunicam-se por telepatia.
<div class=""trans"">-Some species communicate with each other through telepathy.</div>
"
frequent-portuguese-07529,carisma,"
<div class=""trans"">charisma</div>
M
<br>
Nenhum deles tem o carisma necessários.
<div class=""trans"">-None of them have the charisma we need.</div>
"
frequent-portuguese-07530,purificar,"
<div class=""trans"">purify</div>
vb
<br>
Queremos limpar e purificar nossas virtudes queimando nossos vícios.
<div class=""trans"">-We want to cleanse and purify our virtues by burning out our vices.</div>
"
frequent-portuguese-07531,panorama,"
<div class=""trans"">panorama, overview</div>
M
<br>
Deveríamos procurar obter um panorama real dos custos administrativos.
<div class=""trans"">-We should seek to obtain a true overview of the administrative costs.</div>
"
frequent-portuguese-07532,sintético,"
<div class=""trans"">synthetic</div>
adj
<br>
É um hormônio sintético usado para tratar tireoidite.
<div class=""trans"">-That's a synthetic hormone used to treat thyroiditis.</div>
"
frequent-portuguese-07533,imã,"
<div class=""trans"">magnet</div>
M
<br>
Acho que inverteram a polaridade do imã.
<div class=""trans"">-I think they reversed the polarity of the magnet.</div>
"
frequent-portuguese-07534,estafeta,"
<div class=""trans"">courier</div>
M&F
<br>
Talvez o estafeta se tenha enganado no pedido.
<div class=""trans"">-Maybe the delivery guy mixed up our order.</div>
"
frequent-portuguese-07535,controverso,"
<div class=""trans"">controversial</div>
adj
<br>
Não me interessa quão controverso é.
<div class=""trans"">-I don't care how controversial it is.</div>
"
frequent-portuguese-07536,dialeto,"
<div class=""trans"">dialect</div>
M
<br>
Está escrito num dialeto obscuro.
<div class=""trans"">-This is written in an obscure dialect.</div>
"
frequent-portuguese-07537,programador,"
<div class=""trans"">programmer, developer</div>
M/F
<br>
Infelizmente, Hayes Robertson era um programador brilhante.
<div class=""trans"">-Unfortunately, Hayes Robertson was a brilliant programmer.</div>
"
frequent-portuguese-07538,tenor,"
<div class=""trans"">tenor</div>
M
<br>
E seu tenor principal estava fora de sintonia.
<div class=""trans"">-And your lead tenor was off-key.</div>
"
frequent-portuguese-07539,sorrateiramente,"
<div class=""trans"">quiety, stealthily</div>
adv
<br>
O leopardo vai sorrateiramente em direção à presa.
<div class=""trans"">-The stalking leopard moves stealthily towards his prey.</div>
"
frequent-portuguese-07540,clarão,"
<div class=""trans"">flash</div>
M
<br>
O clarão me cegou, não consigo ver.
<div class=""trans"">-The flash blinded me; I can't see.</div>
"
