HPfr13.txt-0001	aigrelet       	Il rêvait sans cesse que ses parents disparaissaient dans un éclair de lumière verte tandis qu’une voix aiguë lançait un petit rire aigrelet.
HPfr13.txt-0002	différemment   	Hermione, qui était revenue la veille de la reprise des cours, voyait les choses différemment.
HPfr13.txt-0003	déception      	Elle était partagée entre l’horreur à l’idée que Harry se promène dans les couloirs la nuit (Si Rusard t’avait attrapé) et la déception qu’il n’ait toujours pas trouvé qui était Nicolas Flamel.
HPfr13.txt-0004	trimestre      	Dès le début du deuxième trimestre, Ron, Hermione et Harry recommencèrent à feuilleter les livres de la bibliothèque pendant les récréations.
HPfr13.txt-0005	incessant      	Même la pluie incessante qui avait fait fondre la neige ne parvenait pas à modérer ses ardeurs.
HPfr13.txt-0006	modérer        	Même la pluie incessante qui avait fait fondre la neige ne parvenait pas à modérer ses ardeurs.
HPfr13.txt-0007	ardeur         	Même la pluie incessante qui avait fait fondre la neige ne parvenait pas à modérer ses ardeurs.
HPfr13.txt-0008	épuiser        	Au-delà de son désir de vaincre, Harry s’était rendu compte qu’il faisait moins de cauchemars quand il revenait épuisé de ses séances d’entraînement.
HPfr13.txt-0009	boueux         	Un jour qu’ils s’entraînaient sous la pluie, sur un terrain particulièrement boueux, Dubois se fâcha contre les frères Weasley qui ne cessaient de se foncer dessus en faisant semblant de tomber de leurs balais.
HPfr13.txt-0010	boue           	– Rogue va arbitrer le prochain match ? bredouilla-t-il, la bouche pleine de boue.
HPfr13.txt-0011	devancer       	S’il voit qu’on risque de devancer les Serpentard, il va chercher à nous défavoriser.
HPfr13.txt-0012	défavoriser    	S’il voit qu’on risque de devancer les Serpentard, il va chercher à nous défavoriser.
HPfr13.txt-0013	impeccablement 	Tout ce que nous pouvons faire, c’est jouer impeccablement, comme ça, Rogue n’aura aucun prétexte pour s’en prendre à nous.
HPfr13.txt-0014	forfait        	Si je déclare forfait, Gryffondor ne pourra pas jouer du tout.
HPfr13.txt-0015	maléfice       	Ses jambes étaient collées l’une à l’autre, conséquence bien connue d’un mauvais sort très courant appelé le maléfice du Bloque-jambes.
HPfr13.txt-0016	sautiller      	Il avait dû faire tout le chemin en sautillant à pieds joints jusqu’au sommet de la tour.
HPfr13.txt-0017	chevrotant     	– C’est Malefoy, répondit Neville d’une voix chevrotante.
HPfr13.txt-0018	défender       	– Il faut que tu te défendes !
HPfr13.txt-0019	fébrilité      	– Je n’avais jamais pensé à regarder là-dedans ! murmura-t-elle avec fébrilité.
HPfr13.txt-0020	frénétique     	Mais Hermione lui fit signe de se taire et se mit à feuilleter les pages du livre avec des gestes frénétiques.
HPfr13.txt-0021	théâtral       	– Nicolas Flamel, murmura-t-elle sur un ton théâtral, est le seul alchimiste qui ait réussi à fabriquer la Pierre philosophale.
HPfr13.txt-0022	philosophale   	– Nicolas Flamel, murmura-t-elle sur un ton théâtral, est le seul alchimiste qui ait réussi à fabriquer la Pierre philosophale.
HPfr13.txt-0023	alchimique     	Les anciennes recherches alchimiques avaient pour objet de fabriquer la Pierre philosophale, une substance légendaire dotée de pouvoirs étonnants.
HPfr13.txt-0024	légendaire     	Les anciennes recherches alchimiques avaient pour objet de fabriquer la Pierre philosophale, une substance légendaire dotée de pouvoirs étonnants.
HPfr13.txt-0025	doter          	Les anciennes recherches alchimiques avaient pour objet de fabriquer la Pierre philosophale, une substance légendaire dotée de pouvoirs étonnants.
HPfr13.txt-0026	métal          	Cette Pierre a en effet la propriété de transformer n’importe quel métal en or pur.
HPfr13.txt-0027	pur            	Cette Pierre a en effet la propriété de transformer n’importe quel métal en or pur.
HPfr13.txt-0028	élixir         	Elle produit également l’élixir de longue vie qui rend immortel celui qui le boit.
HPfr13.txt-0029	immortel       	Elle produit également l’élixir de longue vie qui rend immortel celui qui le boit.
