HPfr01.txt-0001	hululement       	Mr Vernon Dursley avait été réveillé à l’aube par un hululement sonore qui provenait de la chambre de son neveu Harry.
HPfr01.txt-0002	rot              	Harry essaya de répondre quelque chose, mais un rot bruyant et prolongé étouffa ses paroles.
HPfr01.txt-0003	prolonger        	Harry essaya de répondre quelque chose, mais un rot bruyant et prolongé étouffa ses paroles.
HPfr01.txt-0004	absurde          	– Allons, Pétunia, c’est absurde, je n’ai jamais souffert de la faim quand moi-même j’étais au collège de Smelting, dit l’oncle Vernon d’un ton convaincu.
HPfr01.txt-0005	fiston           	Tu as assez à manger, là-bas, n’est-ce pas fiston ?
HPfr01.txt-0006	tempe            	Cette simple phrase produisit un effet stupéfiant sur le reste de la famille : Dudley poussa un cri étouffé et tomba de sa chaise dans un grand fracas qui ébranla toute la cuisine ; Mrs Dursley laissa échapper un petit cri et plaqua ses mains contre sa bouche ; quant à Mr Dursley, il se leva d’un bond, les veines de ses tempes battant sous l’effet de la fureur.
HPfr01.txt-0007	tempêter         	– QU’EST-CE QUE JE T’AI DIT ? tempêta son oncle en projetant sur la table un nuage de postillons.
HPfr01.txt-0008	postillon        	– QU’EST-CE QUE JE T’AI DIT ? tempêta son oncle en projetant sur la table un nuage de postillons.
HPfr01.txt-0009	anormalité       	– J’ai simplement… – JE T’AVAIS PRÉVENU ! J’INTERDIS QU’ON FASSE ALLUSION À TON ANORMALITÉ SOUS CE TOIT !
HPfr01.txt-0010	violacé          	Harry regarda tour à tour le visage violacé de son oncle et celui de sa tante qui était devenue livide.
HPfr01.txt-0011	rhinocéros       	L’oncle Vernon se rassit en soufflant comme un rhinocéros prêt à charger et surveilla attentivement Harry du coin de ses petits yeux perçants.
HPfr01.txt-0012	bombe            	Depuis qu’il était revenu à la maison pour les vacances d’été, l’oncle Vernon l’avait traité comme une bombe sur le point d’exploser.
HPfr01.txt-0013	infortune        	Et si les Dursley n’étaient pas très heureux de le revoir pendant les vacances, leur infortune n’était rien comparée à celle de Harry.
HPfr01.txt-0014	quatorze         	Le château lui manquait, avec ses passages secrets, ses fantômes, ses cours (sauf peut-être celui de Rogue, le maître des potions), le courrier apporté par des hiboux, les banquets dans la Grande Salle, les nuits dans le lit à baldaquin du dortoir de la tour, les visites à Hagrid, le garde-chasse, qui habitait une cabane en lisière de la forêt interdite, et surtout, le Quidditch, le sport le plus populaire dans le monde des sorciers (six buts, quatre balles volantes, quatorze joueurs évoluant sur des manches à balai).
HPfr01.txt-0015	évoluer          	Le château lui manquait, avec ses passages secrets, ses fantômes, ses cours (sauf peut-être celui de Rogue, le maître des potions), le courrier apporté par des hiboux, les banquets dans la Grande Salle, les nuits dans le lit à baldaquin du dortoir de la tour, les visites à Hagrid, le garde-chasse, qui habitait une cabane en lisière de la forêt interdite, et surtout, le Quidditch, le sport le plus populaire dans le monde des sorciers (six buts, quatre balles volantes, quatorze joueurs évoluant sur des manches à balai).
HPfr01.txt-0016	gamme            	Dès que Harry était rentré à la maison, l’oncle Vernon s’était empressé de ranger dans un placard sous l’escalier ses livres de magie, ses robes de sorcier, son chaudron, sa baguette magique et son balai haut de gamme, un Nimbus 2000.
HPfr01.txt-0017	infamant         	Pour eux, avoir un sorcier dans la famille représentait une honte infamante.
HPfr01.txt-0018	cadenasser       	L’oncle Vernon avait exigé que la cage d’Hedwige, la chouette de Harry, soit cadenassée pour l’empêcher de porter quelque message que ce soit dans le monde des sorciers.
HPfr01.txt-0019	chevalin         	La tante Pétunia avait un visage chevalin et une silhouette osseuse.
